comment,score,sentiment,account_type
Wow😍😍😍😍,0.7,Positive,Food & Beverage
🥰🥰🥰🫶🫶😍😍😍⚘️⚘️⚘️💕💕Thank you,0.9,Positive,Food & Beverage
love it😍😍😍😍😍,0.8,Positive,Food & Beverage
great job👍👍👍👍👍,0.6,Positive,Food & Beverage
wowww 👍👍👍❤️,0.6,Positive,Food & Beverage
Fantastic work 👍,0.7,Positive,Food & Beverage
Respeccccct,0.3,Positive,Food & Beverage
Amazing!!! 👏🏻👏🏻👏🏻👏🏻👏🏻,0.9,Positive,Food & Beverage
my body now is exCtly same as your before. i am.86kgs on scale.,-0.1,Neutral,Food & Beverage
omg😳😳,0.1,Neutral,Food & Beverage
oh Wow. how I need lose weight? can you help 😊,0.4,Positive,Food & Beverage
I need🥺,-0.3,Negative,Food & Beverage
How🥺😩,-0.3,Negative,Food & Beverage
wow .can u please explain abt the skin ?do u have any loose skin after .thanks,0.1,Neutral,Food & Beverage
I have the motivation i just need the energy and the time 😭,-0.4,Negative,Food & Beverage
You live in Norway,0,Neutral,Food & Beverage
Any tip 🥺what you did most in the gym what helped you,0.1,Neutral,Food & Beverage
how long did it take you,0,Neutral,Food & Beverage
Wow!!!🌷🌷🌷,0.8,Positive,Food & Beverage
Song ?,0,Neutral,Food & Beverage
😂😂😂😂😂 eating my water fufu an eru with my 3 bottles origins,0.5,Positive,Food & Beverage
"Don’t worry, as long as you do your best, then why would you blame yourself for not winning, unless you were cheating 😏",0.4,Positive,Food & Beverage
can I save it?,0,Neutral,Food & Beverage
It’s always such an extreme I love a bit of curves but it’s always diff for everyone,0.2,Neutral,Food & Beverage
hoooow,0,Neutral,Food & Beverage
I want to know howww ... it so hard,-0.2,Neutral,Food & Beverage
my motivation is getting clothes that are small and saying imma fit it one day. I'm down over 100 lbs,0.6,Positive,Food & Beverage
Wow😍,0.6,Positive,Food & Beverage
نفسي انزل وزن بس ارادة ماكو,-0.5,Negative,Food & Beverage
شكرا لك أعطينا جرعة من الأمل 🥺,0.5,Positive,Food & Beverage
"doakan aku ya, aku juga ingin kurus agar celanaku 29 seperti dulu lagi. 🥺",-0.1,Neutral,Food & Beverage
Der Blick 😎 Gangsta 🥰,0.6,Positive,Food & Beverage
Yo!! 😳 👏🏻👏🏻👏🏻🙀💞,0.7,Positive,Food & Beverage
A darle con todo hermosa quiero empezar el 2025 con pie derecho en todos los aspectos 🥳,0.8,Positive,Food & Beverage
برافو 👏🏻👏🏻👏🏻,0.5,Positive,Food & Beverage
quant j'ai vu le résultat j'ai dit waaaaaawwwww,0.9,Positive,Food & Beverage
wow snyggt gjort !,0.4,Positive,Food & Beverage
Knallbra! Hvor lang tid har du brukt?🥰,0.6,Positive,Food & Beverage
Har du gått ner 70kg på det här året? Oavsett bra jobbat av dig 🥰,0.7,Positive,Food & Beverage
Takk for inspirasjonen❤️sjølv nettopp starta på mi reise og eg ELSKE sånne videoa💓,0.8,Positive,Food & Beverage
تمارين ولا تكميم ؟,0,Neutral,Food & Beverage
"Bravo, tu as eu le courage de faire la vidéo de départ 😭...c'est ce qui me fait le plus peur...Félicitations tu me redonnes le courage",0.5,Positive,Food & Beverage
Flott jobbet! Stolt av før og etter. ❣️❣️❣️,0.7,Positive,Food & Beverage
واو 🤩 التغيير يحمسسسسس,0.9,Positive,Food & Beverage
J ai commencé il y a 10 jours 😍 never give up,0.6,Positive,Food & Beverage
cok zor bir sey ya cokkk zorrr acaip basarilisin gozumde,-0.3,Negative,Food & Beverage
Συγχαρητήρια!!!!! Χίλια μπράβο!!!Ελπίζω να είναι αποτέλεσμα άσκησης και διατροφής.....😊🤗,0.8,Positive,Food & Beverage
بططططله 👍🏻👍🏻👍🏻❤️,0.6,Positive,Food & Beverage
Respekt👏🏻🤩,0.5,Positive,Food & Beverage
Ohhh. Estás increíble.👏👏👏,0.7,Positive,Food & Beverage
Wow 😍 congrats!,0.8,Positive,Food & Beverage
بطله,0.5,Positive,Food & Beverage
Bravo 🍾,0.6,Positive,Food & Beverage
Woww❤️,0.7,Positive,Food & Beverage
wow mashaAllah 😍 bravo,0.8,Positive,Food & Beverage
Excelente,0.6,Positive,Food & Beverage
🫶🫶,0.5,Positive,Food & Beverage
BRAVO MARIA 👏 👏 👏 👏 👏 👏!!!!!!!!!!!🥰🥰🥰🥰🥰🥰,0.9,Positive,Food & Beverage
Queeenn,0.7,Positive,Food & Beverage
واو 😍💪🏻,0.8,Positive,Food & Beverage
Daaaaang,0.6,Positive,Food & Beverage
Respekt für diese Disziplin. 👍👍👍,0.7,Positive,Food & Beverage
wau super👍👍👍,0.7,Positive,Food & Beverage
No es la misma persona,-0.3,Negative,Food & Beverage
Gracias 🙏,0.4,Positive,Food & Beverage
Danke❤️Wirklich Klasse 🤗 👍,0.8,Positive,Food & Beverage
❤️complimenti🙏💪bravissima,0.9,Positive,Food & Beverage
Fabulosa 🤗🤗 me inspiras 🤗,0.9,Positive,Food & Beverage
Bravo 👏♥️,0.6,Positive,Food & Beverage
bravissima,0.5,Positive,Food & Beverage
Bravo girl ❤️,0.7,Positive,Food & Beverage
BRAVOOOOO!!!!!!!!!!!!!!👏👏👏👏👏👏👏👏👏,1,Positive,Food & Beverage
bravo👏,0.5,Positive,Food & Beverage
Maravilloso 😍,0.8,Positive,Food & Beverage
WAOW,0.6,Positive,Food & Beverage
اوووبا,0.5,Positive,Food & Beverage
🫶🏻,0.5,Positive,Food & Beverage
Elle ressemble a une soeur Olsen,0.1,Neutral,Food & Beverage
brava. complimenti. in quanto tempo?,0.2,Neutral,Food & Beverage
Das ist die gleiche Person ? 😏,0.1,Neutral,Food & Beverage
pardon?,0,Neutral,Food & Beverage
",,,Felicitări ,,,!",0.5,Positive,Food & Beverage
anche con tutti i tipi d intervento devi fare sempre dieta!,-0.1,Neutral,Food & Beverage
Zanima me kako sta trebam trositi?,0,Neutral,Food & Beverage
Ozempic?,0,Neutral,Food & Beverage
flipa!,0,Neutral,Food & Beverage
❤️,0.5,Positive,Food & Beverage
🔥🔥🔥🔥,0.9,Positive,Food & Beverage
❤️❤️❤️,0.5,Positive,Food & Beverage
💪,0.5,Positive,Food & Beverage
👏👏👏👏👏👏,0.8,Positive,Food & Beverage
🤝,0.3,Positive,Food & Beverage
🔥🥰🤗,0.9,Positive,Food & Beverage
🥰🥰🥰,0.6,Positive,Food & Beverage
🥰🥰🥰🥰,0.9,Positive,Food & Beverage
😳😳😳,0.2,Neutral,Food & Beverage
👏👏👏👏,0.5,Positive,Food & Beverage
🥰🥰🥰🥰🥰,0.5,Positive,Food & Beverage
🥰🥰,0.9,Positive,Food & Beverage
😳🥰👏👏👏👏,0.5,Positive,Food & Beverage
🥰,0.7,Positive,Food & Beverage
👏👏👏💕,0.5,Positive,Food & Beverage
😳😳😳😳,0.3,Positive,Food & Beverage
🔥🔥🔥🔥🔥🔥,0.9,Positive,Food & Beverage
💪💪💪,0.6,Positive,Food & Beverage
❣️,0.3,Positive,Food & Beverage
💝💝💝,1,Positive,Food & Beverage
💚💚💚,0.5,Positive,Food & Beverage
❤️❤️,0.6,Positive,Food & Beverage
💖💖✨✨,0.6,Positive,Food & Beverage
👏👏👏❤️,0.5,Positive,Food & Beverage
👍🏻,0.3,Positive,Food & Beverage
💓💓💓,0.6,Positive,Food & Beverage
😁😁😁,0.8,Positive,Food & Beverage
👏👏👏,0.4,Positive,Food & Beverage
👍👍👍,0.3,Positive,Food & Beverage
❤️❤️❤️❤️❤️❤️,0.6,Positive,Food & Beverage
😍🙌🏻👏🏻👏🏻🔥🔥,0.7,Positive,Food & Beverage
❤👍,0.5,Positive,Food & Beverage
.,0,Neutral,Food & Beverage
🙌🏽🙌🏽🙌🏽🙌🏽,0.5,Positive,Food & Beverage
👏🏾👏🏾👏🏾,0.6,Positive,Food & Beverage
😍😍😍😍,1,Positive,Food & Beverage
🔥🔥🔥,0.3,Positive,Food & Beverage
💯💕👏,1,Positive,Food & Beverage
🌷,0.5,Positive,Food & Beverage
👏,0.3,Positive,Food & Beverage
👌👌👌,0.6,Positive,Food & Beverage
🥺,-0.1,Neutral,Food & Beverage
@GlossyNailStudio,0,Neutral,Food & Beverage
👏🏼,0.5,Positive,Food & Beverage
@Hycinth ˚୨୧⋆｡,0,Neutral,Food & Beverage
@Ngủ đủ giấc,0,Neutral,Food & Beverage
@Maria,0,Neutral,Food & Beverage
🌈🌈🌈,0.5,Positive,Food & Beverage
👏🏻👏🏻👏🏻,0.3,Positive,Food & Beverage
👍👍👍👍🥰,1,Positive,Food & Beverage
🔥😍🔥,1,Positive,Food & Beverage
❤❤❤❤❤❤❤❤❤❤❤,1,Positive,Food & Beverage
💪💪💪💪💪💪,0.5,Positive,Food & Beverage
💪💪😍,0.5,Positive,Food & Beverage
😳😲🤯,0.1,Neutral,Food & Beverage
😍😍✨,0.7,Positive,Food & Beverage
🙌🏻👏🏻,0.5,Positive,Food & Beverage
👏🏽👏🏽👏🏽👏🏽,0.4,Positive,Food & Beverage
♥️♥️♥️♥️♥️,0.6,Positive,Food & Beverage
👌🏼,0.4,Positive,Food & Beverage
😍,0.5,Positive,Food & Beverage
!!!!!!!!!!!,0.3,Positive,Food & Beverage
👏👏👏👏👏👏🥰,0.7,Positive,Food & Beverage
Leave the body .. we need the hair transformation 🔥🔥🔥🫦,0.4,Positive,Food & Beverage
S-layyyyy ❤️‍🔥❤️‍🔥,0.6,Positive,Food & Beverage
Most people tend to look older when they lose weight but you look younger 👍,0.5,Positive,Food & Beverage
💯💯💯,0.6,Positive,Food & Beverage
Great work 👏,0.5,Positive,Food & Beverage
Well done that is amazing ! 🥰🫶🏻,0.7,Positive,Food & Beverage
Much wow 😮 one of the best transformations ever seen,0.8,Positive,Food & Beverage
👏👏👏👏👏,0.5,Positive,Food & Beverage
Wow😍😍,0.7,Positive,Food & Beverage
I am so happy for you! You rock!!!,1,Positive,Food & Beverage
Amazing ❤️I was 17st 13lbs now 15st 12lbs by natural healthy eating & exercise target is 13st 13lbs can I send a follow for advice please xxx💕,0.8,Positive,Food & Beverage
"congrats, diva!!!!",0.6,Positive,Food & Beverage
wowwwww,0.3,Positive,Food & Beverage
"wow, incredible 💐💕",0.7,Positive,Food & Beverage
👏👏👏👏👏👏👏👏,0.5,Positive,Food & Beverage
I can't do it I'm so.addicted to food 🥺🥺 you look beautiful and well done,0.1,Neutral,Food & Beverage
amazing well done,0.5,Positive,Food & Beverage
💪❤️,0.4,Positive,Food & Beverage
😍🥰🥰,0.9,Positive,Food & Beverage
Well done Maria 💪🥰,0.6,Positive,Food & Beverage
OMG 🤩,0.8,Positive,Food & Beverage
YOU BOSS! 👏,0.7,Positive,Food & Beverage
♥️♥️♥️,0.6,Positive,Food & Beverage
👏🏾👏🏾👏🏾👏🏾,0.5,Positive,Food & Beverage
👏👏👏💪💪💪,0.6,Positive,Food & Beverage
Killlleedddd itttttt 🖤,0.9,Positive,Food & Beverage
Give them hell💯💯💯,0.8,Positive,Food & Beverage
Commenting bcs I need more of this on my FYP,0.1,Neutral,Food & Beverage
My super hero 🤩❤️‍🔥,0.9,Positive,Food & Beverage
@Maria Losing It AMAZING EFFORTS AND RESULTS THERE!! I am from Singapore and I myself lost weight too 36kg in 4 months. KEEP IT UP GIRL!! :),0.8,Positive,Food & Beverage
😭😭😭😭😍,0.7,Positive,Food & Beverage
What % deficit did you do?,0,Neutral,Food & Beverage
wow!! you did an amazing job.,0.8,Positive,Food & Beverage
Yes queen,0.5,Positive,Food & Beverage
OMG ❤️,0.6,Positive,Food & Beverage
😍😍😍,1,Positive,Food & Beverage
Omg 😍👏🏻👏🏻,0.6,Positive,Food & Beverage
what a transformation 👏 well done you 🥰,0.8,Positive,Food & Beverage
Så flink du er! Var i gang i Jan sjøl. Men ble gravid 👀 venter på å poppe ut ungen nå så jeg kan fortsette der jeg slapp. Heia helsa❤️,0.5,Positive,Food & Beverage
girlies are winning,0.4,Positive,Food & Beverage
Help me help myself,-0.1,Neutral,Food & Beverage
Did you drink any whey protein ?,0,Neutral,Food & Beverage
Congrats girl this is so inspiring.✨❤️,0.9,Positive,Food & Beverage
Holy damn,0.2,Neutral,Food & Beverage
You can’t imagine how much I need this 😭😭😭,-0.3,Negative,Food & Beverage
Get it girl!,0.5,Positive,Food & Beverage
wow... that's amazing,0.7,Positive,Food & Beverage
How,0,Neutral,Food & Beverage
❤👏,0.4,Positive,Food & Beverage
🥹💕💕💕💕💕 I’m struggling. I love seeing this 👏👏👏👏,0.3,Positive,Food & Beverage
We already know what happened 😊 You Won 😊,0.6,Positive,Food & Beverage
I gained and lost 100+ 5 times till gastric surgery in Mexico 🇲🇽 Living my best life now.,0.5,Positive,Food & Beverage
Wow …good job,0.6,Positive,Food & Beverage
Ваууууууууууууууу,0.7,Positive,Food & Beverage
❤️❤️❤️❤️❤️,1,Positive,Food & Beverage
u r georgeous 🥰🥰🥰👍👍👍,0.9,Positive,Food & Beverage
Wooooowwwwwwwwwww,0.6,Positive,Food & Beverage
gooooooo girllll❣️❣️❣️❣️,0.8,Positive,Food & Beverage
This Is a fantastic transformation!! What is one of your biggest tools that helped you along the way?,0.7,Positive,Food & Beverage
I’m exactly like you at the beginning,0.1,Neutral,Food & Beverage
❤️❤️❤️❤️,0.5,Positive,Food & Beverage
W🔥,0.5,Positive,Food & Beverage
👏🏾 👏🏾 👏🏾 Congrats and well done! 💪🏾,0.9,Positive,Food & Beverage
you look beautiful ❤❤❤,0.8,Positive,Food & Beverage
Wow you look amazing x we’ll done,0.7,Positive,Food & Beverage
@marialosingit Norway is a beautiful country with a beautiful girl like u 👍,0.8,Positive,Food & Beverage
Queen,0.5,Positive,Food & Beverage
❤❤❤❤,0.5,Positive,Food & Beverage
Im so thanksfull 🙏 ❤️,0.7,Positive,Food & Beverage
Waaaaaooo❤️❤️❤️❤️❤️,0.9,Positive,Food & Beverage
👏 X 1 000 000 000 000,0.5,Positive,Food & Beverage
✌✌✌✌,0.3,Positive,Food & Beverage
I’m starting tomorrow oct2,0.1,Neutral,Food & Beverage
YAAAAAAS GIRL 👏🔥,0.9,Positive,Food & Beverage
By the end of the year I will achieve that !! Bring me back here to remind me,0.3,Positive,Food & Beverage
thanks queen! ✨ you look great,0.6,Positive,Food & Beverage
👏👏👏👏👏👏👏,0.6,Positive,Food & Beverage
Girl ur inspirational ❤️wow!,0.7,Positive,Food & Beverage
You’re telling me I’m not sentenced to a huge back??? 😩,-0.4,Negative,Food & Beverage
yesssss💖 congrats!!!,0.9,Positive,Food & Beverage
"Great achievement,you look fabulous and you’ve found yourself 🥰❤️",0.8,Positive,Food & Beverage
wow .. you look completely different not the sane person .. well done 💪,0.5,Positive,Food & Beverage
thank you I needed it ❤️congrats u look amazing !!!,0.7,Positive,Food & Beverage
new year new me. yok bisa yok,0.1,Neutral,Food & Beverage
Jaw DROPPED!,0.6,Positive,Food & Beverage
you are my inspiration 🥰,0.8,Positive,Food & Beverage
wow calorie deficit legit 😍,0.7,Positive,Food & Beverage
Incredible hard work and dedication 👏🔥,0.9,Positive,Food & Beverage
❤,0.4,Positive,Food & Beverage
😘,0.2,Neutral,Food & Beverage
wow 👏 amazing xx,0.7,Positive,Food & Beverage
"I need motivation, I had a baby a month ago and before him I lost 20kg now I got it back and I just can't do it anymore",-0.5,Negative,Food & Beverage
